+--------+------------------+------------------+------------------+----------------------------+
| Index  |    Interative    | Binet's Formula  |    Difference    |          ERROR(%)          |
|    558 |    1.843394e+116 |    1.843394e+116 |   -3.434513e+102 |    1.8631461074291946e-12% |
|    559 |    2.982675e+116 |    2.982675e+116 |   -5.593241e+102 |     1.875243318268297e-12% |
|    560 |    4.826069e+116 |    4.826069e+116 |   -9.062750e+102 |     1.877874047521064e-12% |
|    561 |    7.808744e+116 |    7.808744e+116 |   -1.465599e+103 |    1.8768691983617056e-12% |
|    562 |    1.263481e+117 |    1.263481e+117 |   -2.371874e+103 |     1.877253016587014e-12% |
|    563 |    2.044356e+117 |    2.044356e+117 |   -3.865470e+103 |    1.8908010971099487e-12% |
|    564 |    3.307837e+117 |    3.307837e+117 |   -6.237344e+103 |     1.885626190832508e-12% |
|    565 |    5.352193e+117 |    5.352193e+117 |   -1.013081e+104 |     1.892833733743726e-12% |
|    566 |    8.660030e+117 |    8.660030e+117 |   -1.642415e+104 |     1.896546450998693e-12% |
|    567 |    1.401222e+118 |    1.401222e+118 |   -2.666695e+104 |    1.9031204302618784e-12% |
|    568 |    2.267225e+118 |    2.267225e+118 |   -4.297911e+104 |    1.8956699973452847e-12% |
|    569 |    3.668447e+118 |    3.668447e+118 |   -6.964605e+104 |    1.8985158094885224e-12% |
|    570 |    5.935673e+118 |    5.935673e+118 |   -1.135211e+105 |    1.9125222579339926e-12% |
|    571 |    9.604120e+118 |    9.604120e+118 |   -1.840630e+105 |    1.9165005370074685e-12% |
|    572 |    1.553979e+119 |    1.553979e+119 |   -2.975841e+105 |    1.9149809696181333e-12% |
|    573 |    2.514391e+119 |    2.514391e+119 |   -4.852307e+105 |    1.9298137154220817e-12% |
|    574 |    4.068371e+119 |    4.068371e+119 |   -7.863983e+105 |    1.9329565305245134e-12% |
|    575 |    6.582762e+119 |    6.582762e+119 |   -1.275213e+106 |     1.937199984832107e-12% |
|    576 |    1.065113e+120 |    1.065113e+120 |   -2.054444e+106 |    1.9288500955229397e-12% |
|    577 |    1.723389e+120 |    1.723389e+120 |   -3.315322e+106 |    1.9237219259980262e-12% |
|    578 |    2.788503e+120 |    2.788503e+120 |   -5.398435e+106 |     1.935961761552533e-12% |
|    579 |    4.511892e+120 |    4.511892e+120 |   -8.742425e+106 |    1.9376405981687923e-12% |
|    580 |    7.300395e+120 |    7.300395e+120 |   -1.419820e+107 |    1.9448533622723166e-12% |
|    581 |    1.181229e+121 |    1.181229e+121 |   -2.288329e+107 |     1.937244278604239e-12% |
|    582 |    1.911268e+121 |    1.911268e+121 |   -3.708148e+107 |     1.940150689942203e-12% |
|    583 |    3.092497e+121 |    3.092497e+121 |   -6.065282e+107 |    1.9612895384446465e-12% |
|    584 |    5.003765e+121 |    5.003765e+121 |   -9.773430e+107 |    1.9532152167997483e-12% |
|    585 |    8.096262e+121 |    8.096262e+121 |   -1.583871e+108 |        1.956299333232e-12% |
|    586 |    1.310003e+122 |    1.310003e+122 |   -2.570388e+108 |      1.96212434045948e-12% |
|    587 |    2.119629e+122 |    2.119629e+122 |   -4.163433e+108 |     1.964227499263128e-12% |
|    588 |    3.429632e+122 |    3.429632e+122 |   -6.807213e+108 |     1.984823534479921e-12% |
|    589 |    5.549260e+122 |    5.549260e+122 |   -1.097065e+109 |     1.976956549060596e-12% |
|    590 |    8.978892e+122 |    8.978892e+122 |   -1.777786e+109 |    1.9799614701017785e-12% |
|    591 |    1.452815e+123 |    1.452815e+123 |   -2.867511e+109 |    1.9737619863083924e-12% |
|    592 |    2.350704e+123 |    2.350704e+123 |   -4.659976e+109 |     1.982374230533318e-12% |
|    593 |    3.803520e+123 |    3.803520e+123 |   -7.527487e+109 |    1.9790846459588115e-12% |
|    594 |    6.154224e+123 |    6.154224e+123 |   -1.224618e+110 |    1.9898815237725436e-12% |
|    595 |    9.957744e+123 |    9.957744e+123 |   -1.983238e+110 |     1.991653755304026e-12% |
|    596 |    1.611197e+124 |    1.611197e+124 |   -3.196113e+110 |     1.983688630232553e-12% |
|    597 |    2.606971e+124 |    2.606971e+124 |   -5.238064e+110 |      2.00925279181279e-12% |
|    598 |    4.218168e+124 |    4.218168e+124 |   -8.434177e+110 |    1.9994881509830336e-12% |
|    599 |    6.825139e+124 |    6.825139e+124 |   -1.371921e+111 |     2.010099947686668e-12% |
|    600 |    1.104331e+125 |    1.104331e+125 |   -2.220036e+111 |    2.0102999340604412e-12% |
|    601 |    1.786845e+125 |    1.786845e+125 |   -3.582563e+111 |    2.0049661385394573e-12% |
|    602 |    2.891175e+125 |    2.891175e+125 |   -5.858964e+111 |    2.0264990063927867e-12% |
|    603 |    4.678020e+125 |    4.678020e+125 |   -9.441527e+111 |     2.018274182748075e-12% |
|    604 |    7.569195e+125 |    7.569195e+125 |   -1.530049e+112 |    2.0214157858288808e-12% |
|    605 |    1.224722e+126 |    1.224722e+126 |   -2.474202e+112 |    2.0202158002311744e-12% |
|    606 |    1.981641e+126 |    1.981641e+126 |   -4.034312e+112 |    2.0358440784446433e-12% |
|    607 |    3.206363e+126 |    3.206363e+126 |   -6.523545e+112 |    2.0345623718269795e-12% |
|    608 |    5.188004e+126 |    5.188004e+126 |   -1.052780e+113 |      2.02925754463865e-12% |
|    609 |    8.394366e+126 |    8.394366e+126 |   -1.711146e+113 |    2.0384460751117714e-12% |
|    610 |    1.358237e+127 |    1.358237e+127 |   -2.775950e+113 |    2.0437894174051404e-12% |
|    611 |    2.197674e+127 |    2.197674e+127 |   -4.487097e+113 |    2.0417484422625984e-12% |
|    612 |    3.555911e+127 |    3.555911e+127 |   -7.311145e+113 |    2.0560542800833572e-12% |
|    613 |    5.753584e+127 |    5.753584e+127 |   -1.179824e+114 |     2.050589936273371e-12% |
|    614 |    9.309495e+127 |    9.309495e+127 |   -1.915749e+114 |     2.057843699432327e-12% |
|    615 |    1.506308e+128 |    1.506308e+128 |   -3.095573e+114 |    2.0550730084519475e-12% |
|    616 |    2.437257e+128 |    2.437257e+128 |   -5.030560e+114 |     2.064025134085196e-12% |
|    617 |    3.943565e+128 |    3.943565e+128 |   -8.183851e+114 |    2.0752416658555293e-12% |
|    618 |    6.380823e+128 |    6.380823e+128 |   -1.329137e+115 |    2.0830180093718535e-12% |
|    619 |    1.032439e+129 |    1.032439e+129 |   -2.147522e+115 |    2.0800477104568127e-12% |
|    620 |    1.670521e+129 |    1.670521e+129 |   -3.453572e+115 |    2.0673619571481197e-12% |
|    621 |    2.702960e+129 |    2.702960e+129 |   -5.616485e+115 |     2.077901763189219e-12% |
|    622 |    4.373481e+129 |    4.373481e+129 |   -9.100840e+115 |     2.080914431999523e-12% |
|    623 |    7.076441e+129 |    7.076441e+129 |   -1.465576e+116 |    2.0710636100768793e-12% |
|    624 |    1.144992e+130 |    1.144992e+130 |   -2.394130e+116 |      2.09095713363138e-12% |
|    625 |    1.852636e+130 |    1.852636e+130 |   -3.884332e+116 |     2.096651030595809e-12% |
|    626 |    2.997628e+130 |    2.997628e+130 |   -6.278461e+116 |     2.094476155483837e-12% |
|    627 |    4.850265e+130 |    4.850265e+130 |   -1.023667e+117 |     2.110538787104142e-12% |
|    628 |    7.847893e+130 |    7.847893e+130 |   -1.646588e+117 |     2.098127518493208e-12% |
|    629 |    1.269816e+131 |    1.269816e+131 |   -2.670255e+117 |    2.1028682012590804e-12% |
|    630 |    2.054605e+131 |    2.054605e+131 |   -4.336544e+117 |     2.110646127154854e-12% |
|    631 |    3.324421e+131 |    3.324421e+131 |   -7.026500e+117 |      2.11360136978272e-12% |
|    632 |    5.379026e+131 |    5.379026e+131 |   -1.140245e+118 |    2.1197976867926424e-12% |
|    633 |    8.703447e+131 |    8.703447e+131 |   -1.846835e+118 |    2.1219580769673038e-12% |
|    634 |    1.408247e+132 |    1.408247e+132 |   -3.002840e+118 |    2.1323246676750723e-12% |
|    635 |    2.278592e+132 |    2.278592e+132 |   -4.849675e+118 |    2.1283649823721637e-12% |
|    636 |    3.686839e+132 |    3.686839e+132 |   -7.820994e+118 |    2.1213276836100706e-12% |
|    637 |    5.965431e+132 |    5.965431e+132 |   -1.273371e+119 |    2.1345837819981113e-12% |
|    638 |    9.652270e+132 |    9.652270e+132 |   -2.061775e+119 |     2.136051841448285e-12% |
|    639 |    1.561770e+133 |    1.561770e+133 |   -3.360364e+119 |     2.151637696530688e-12% |
|    640 |    2.526997e+133 |    2.526997e+133 |   -5.396921e+119 |     2.135705279623033e-12% |
|    641 |    4.088767e+133 |    4.088767e+133 |   -8.782502e+119 |    2.1479583752437807e-12% |
|    642 |    6.615765e+133 |    6.615765e+133 |   -1.422986e+120 |     2.150901501433959e-12% |
|    643 |    1.070453e+134 |    1.070453e+134 |   -2.291149e+120 |    2.1403542962224676e-12% |
|    644 |    1.732030e+134 |    1.732030e+134 |   -3.724222e+120 |    2.1502067235867172e-12% |
|    645 |    2.802483e+134 |    2.802483e+134 |   -6.055718e+120 |    2.1608405415262376e-12% |
|    646 |    4.534512e+134 |    4.534512e+134 |   -9.860636e+120 |    2.1745745915398075e-12% |
|    647 |    7.336995e+134 |    7.336995e+134 |   -1.579531e+121 |    2.1528310308293235e-12% |
|    648 |    1.187151e+135 |    1.187151e+135 |   -2.581734e+121 |     2.174731118845537e-12% |
|    649 |    1.920850e+135 |    1.920850e+135 |   -4.177404e+121 |     2.174768069930024e-12% |
|    650 |    3.108001e+135 |    3.108001e+135 |   -6.742999e+121 |    2.1695612093604822e-12% |
|    651 |    5.028851e+135 |    5.028851e+135 |   -1.095268e+122 |    2.1779686408011198e-12% |
|    652 |    8.136852e+135 |    8.136852e+135 |   -1.782479e+122 |     2.190624909127375e-12% |
|    653 |    1.316570e+136 |    1.316570e+136 |   -2.890658e+122 |    2.1955973741300077e-12% |
|    654 |    2.130256e+136 |    2.130256e+136 |   -4.660226e+122 |     2.187637169460901e-12% |
|    655 |    3.446826e+136 |    3.446826e+136 |   -7.550885e+122 |    2.1906776970870944e-12% |
|    656 |    5.577082e+136 |    5.577082e+136 |   -1.223693e+123 |     2.194146428396455e-12% |
|    657 |    9.023908e+136 |    9.023908e+136 |   -1.978782e+123 |    2.1928214909341203e-12% |
|    658 |    1.460099e+137 |    1.460099e+137 |   -3.223133e+123 |    2.2074759277282435e-12% |
|    659 |    2.362490e+137 |    2.362490e+137 |   -5.232902e+123 |     2.214994678035438e-12% |
|    660 |    3.822589e+137 |    3.822589e+137 |   -8.456035e+123 |    2.2121227709710137e-12% |
|    661 |    6.185078e+137 |    6.185078e+137 |   -1.364762e+124 |     2.206539794419219e-12% |
|    662 |    1.000767e+138 |    1.000767e+138 |   -2.226892e+124 |     2.225186039942286e-12% |
|    663 |    1.619275e+138 |    1.619275e+138 |   -3.599917e+124 |    2.2231668336714603e-12% |
|    664 |    2.620041e+138 |    2.620041e+138 |   -5.843336e+124 |     2.230245788562474e-12% |
|    665 |    4.239316e+138 |    4.239316e+138 |   -9.443253e+124 |    2.2275418683989342e-12% |
|    666 |    6.859357e+138 |    6.859357e+138 |   -1.538575e+125 |    2.2430306056318813e-12% |
|    667 |    1.109867e+139 |    1.109867e+139 |   -2.469679e+125 |    2.2252020916671124e-12% |
|    668 |    1.795803e+139 |    1.795803e+139 |   -4.021475e+125 |    2.2393742107592735e-12% |
|    669 |    2.905670e+139 |    2.905670e+139 |   -6.544038e+125 |    2.2521613831909888e-12% |
|    670 |    4.701473e+139 |    4.701473e+139 |   -1.053907e+126 |      2.24165287260519e-12% |
|    671 |    7.607143e+139 |    7.607143e+139 |   -1.708311e+126 |     2.245666766477827e-12% |
|    672 |    1.230862e+140 |    1.230862e+140 |   -2.783372e+126 |     2.261319759906703e-12% |
|    673 |    1.991576e+140 |    1.991576e+140 |   -4.491683e+126 |    2.2553408484425514e-12% |
|    674 |    3.222438e+140 |    3.222438e+140 |   -7.296208e+126 |     2.264189120093983e-12% |
|    675 |    5.214014e+140 |    5.214014e+140 |   -1.174558e+127 |    2.2526951748942597e-12% |
|    676 |    8.436451e+140 |    8.436451e+140 |   -1.916871e+127 |    2.2721300369111318e-12% |
|    677 |    1.365047e+141 |    1.365047e+141 |   -3.099891e+127 |     2.270905282118217e-12% |
|    678 |    2.208692e+141 |    2.208692e+141 |   -5.016763e+127 |     2.271373096821226e-12% |
|    679 |    3.573738e+141 |    3.573738e+141 |   -8.082808e+127 |    2.2617236336992685e-12% |
|    680 |    5.782430e+141 |    5.782430e+141 |   -1.313342e+128 |     2.271262660750442e-12% |
|    681 |    9.356168e+141 |    9.356168e+141 |   -2.128392e+128 |    2.2748541040246397e-12% |
|    682 |    1.513860e+142 |    1.513860e+142 |   -3.475579e+128 |    2.2958397589396017e-12% |
|    683 |    2.449477e+142 |    2.449477e+142 |   -5.644586e+128 |     2.304405159354664e-12% |
|    684 |    3.963336e+142 |    3.963336e+142 |   -9.066012e+128 |      2.28746980126197e-12% |
|    685 |    6.412813e+142 |    6.412813e+142 |   -1.471060e+129 |    2.2939385324417285e-12% |
|    686 |    1.037615e+143 |    1.037615e+143 |   -2.388492e+129 |    2.3019058091969804e-12% |
|    687 |    1.678896e+143 |    1.678896e+143 |   -3.881213e+129 |    2.3117647965124876e-12% |
|    688 |    2.716511e+143 |    2.716511e+143 |   -6.291366e+129 |    2.3159730066180487e-12% |
|    689 |    4.395407e+143 |    4.395407e+143 |   -1.010760e+130 |    2.2995809891711088e-12% |
|    690 |    7.111918e+143 |    7.111918e+143 |   -1.644228e+130 |    2.3119337828769094e-12% |
|    691 |    1.150733e+144 |    1.150733e+144 |   -2.663653e+130 |    2.3147450674580297e-12% |
|    692 |    1.861924e+144 |    1.861924e+144 |   -4.325210e+130 |    2.3229783891996527e-12% |
|    693 |    3.012657e+144 |    3.012657e+144 |   -6.971534e+130 |     2.314081413192788e-12% |
|    694 |    4.874581e+144 |    4.874581e+144 |   -1.133140e+131 |    2.3245897755456873e-12% |
|    695 |    7.887238e+144 |    7.887238e+144 |   -1.826828e+131 |     2.316181704324593e-12% |
|    696 |    1.276182e+145 |    1.276182e+145 |   -2.980763e+131 |    2.3356880174331155e-12% |
|    697 |    2.064906e+145 |    2.064906e+145 |   -4.835317e+131 |     2.341664852992093e-12% |
|    698 |    3.341088e+145 |    3.341088e+145 |   -7.816080e+131 |    2.3393819049537322e-12% |
|    699 |    5.405994e+145 |    5.405994e+145 |   -1.267912e+132 |     2.345382794276448e-12% |
|    700 |    8.747081e+145 |    8.747081e+145 |   -2.055066e+132 |    2.3494303037939206e-12% |
|    701 |    1.415308e+146 |    1.415308e+146 |   -3.311888e+132 |    2.3400480602136344e-12% |
|    702 |    2.290016e+146 |    2.290016e+146 |   -5.400225e+132 |    2.3581609324835125e-12% |
|    703 |    3.705323e+146 |    3.705323e+146 |   -8.756476e+132 |    2.3632151288173207e-12% |
|    704 |    5.995339e+146 |    5.995339e+146 |   -1.415670e+133 |     2.361284597603621e-12% |
|    705 |    9.700662e+146 |    9.700662e+146 |   -2.295754e+133 |    2.3665951585743568e-12% |
|    706 |    1.569600e+147 |    1.569600e+147 |   -3.702552e+133 |     2.358913963622614e-12% |
|    707 |    2.539666e+147 |    2.539666e+147 |   -6.016051e+133 |    2.3688350913532462e-12% |
|    708 |    4.109266e+147 |    4.109266e+147 |   -9.718602e+133 |     2.365045557766874e-12% |
|    709 |    6.648933e+147 |    6.648933e+147 |   -1.569916e+134 |    2.3611553061032384e-12% |
|    710 |    1.075820e+148 |    1.075820e+148 |   -2.555973e+134 |    2.3758368311432364e-12% |
|    711 |    1.740713e+148 |    1.740713e+148 |   -4.154281e+134 |     2.386539622863043e-12% |
|    712 |    2.816533e+148 |    2.816533e+148 |   -6.724450e+134 |     2.387491783690666e-12% |
|    713 |    4.557246e+148 |    4.557246e+148 |   -1.087873e+135 |    2.3871280906172704e-12% |
|    714 |    7.373779e+148 |    7.373779e+148 |   -1.754640e+135 |    2.3795661716460156e-12% |
|    715 |    1.193103e+149 |    1.193103e+149 |   -2.859548e+135 |    2.3967327053708877e-12% |
|    716 |    1.930480e+149 |    1.930480e+149 |   -4.636901e+135 |    2.4019415054815828e-12% |
|    717 |    3.123583e+149 |    3.123583e+149 |   -7.496449e+135 |    2.3999519208799014e-12% |
|    718 |    5.054064e+149 |    5.054064e+149 |   -1.213335e+136 |      2.40071187457425e-12% |
|    719 |    8.177647e+149 |    8.177647e+149 |   -1.967523e+136 |    2.4059766706682404e-12% |
|    720 |    1.323171e+150 |    1.323171e+150 |   -3.180858e+136 |    2.4039656975041738e-12% |
|    721 |    2.140936e+150 |    2.140936e+150 |   -5.184722e+136 |    2.4217086122128894e-12% |
|    722 |    3.464107e+150 |    3.464107e+150 |   -8.420093e+136 |    2.4306679188263942e-12% |
|    723 |    5.605042e+150 |    5.605042e+150 |   -1.360482e+137 |     2.427245768215667e-12% |
|    724 |    9.069149e+150 |    9.069149e+150 |   -2.202491e+137 |    2.4285529134343436e-12% |
|    725 |    1.467419e+151 |    1.467419e+151 |   -3.562972e+137 |     2.428053628389041e-12% |
|    726 |    2.374334e+151 |    2.374334e+151 |   -5.794537e+137 |    2.4404892661272914e-12% |
|    727 |    3.841753e+151 |    3.841753e+151 |   -9.357509e+137 |    2.4357392751830604e-12% |
|    728 |    6.216087e+151 |    6.216087e+151 |   -1.515205e+138 |    2.4375536102775025e-12% |
|    729 |    1.005784e+152 |    1.005784e+152 |   -2.456770e+138 |     2.442641866629085e-12% |
|    730 |    1.627393e+152 |    1.627393e+152 |   -3.995234e+138 |     2.454990412786263e-12% |
|    731 |    2.633177e+152 |    2.633177e+152 |   -6.452004e+138 |     2.450273687865868e-12% |
|    732 |    4.260570e+152 |    4.260570e+152 |   -1.042398e+139 |     2.446616224952567e-12% |
|    733 |    6.893746e+152 |    6.893746e+152 |   -1.692250e+139 |     2.454761059683641e-12% |
|    734 |    1.115432e+153 |    1.115432e+153 |   -2.753255e+139 |    2.4683315089444464e-12% |
|    735 |    1.804806e+153 |    1.804806e+153 |   -4.445505e+139 |     2.463148058569425e-12% |
|    736 |    2.920238e+153 |    2.920238e+153 |   -7.217367e+139 |    2.4714997261811917e-12% |
|    737 |    4.725044e+153 |    4.725044e+153 |   -1.166287e+140 |     2.468309673016238e-12% |
|    738 |    7.645282e+153 |    7.645282e+153 |   -1.891745e+140 |    2.4743957607937215e-12% |
|    739 |    1.237033e+154 |    1.237033e+154 |   -3.058033e+140 |     2.472071082121238e-12% |
|    740 |    2.001561e+154 |    2.001561e+154 |   -4.964663e+140 |    2.4803960551138357e-12% |
|    741 |    3.238593e+154 |    3.238593e+154 |   -8.052467e+140 |    2.4864088665306882e-12% |
|    742 |    5.240154e+154 |    5.240154e+154 |   -1.301713e+141 |     2.484112176937394e-12% |
|    743 |    8.478748e+154 |    8.478748e+154 |   -2.112914e+141 |     2.492012007868302e-12% |
|    744 |    1.371890e+155 |    1.371890e+155 |   -3.420581e+141 |    2.4933347301115175e-12% |
|    745 |    2.219765e+155 |    2.219765e+155 |   -5.557313e+141 |    2.5035590328300155e-12% |
|    746 |    3.591655e+155 |    3.591655e+155 |   -8.977894e+141 |    2.4996536967028168e-12% |
|    747 |    5.811420e+155 |    5.811420e+155 |   -1.453521e+142 |     2.501145402365914e-12% |
|    748 |    9.403075e+155 |    9.403075e+155 |   -2.370364e+142 |    2.5208388235387678e-12% |
|    749 |    1.521450e+156 |    1.521450e+156 |   -3.814358e+142 |     2.507054932216253e-12% |
|    750 |    2.461757e+156 |    2.461757e+156 |   -6.184721e+142 |     2.512319910204219e-12% |
|    751 |    3.983207e+156 |    3.983207e+156 |   -1.003719e+143 |    2.5198758538069546e-12% |
|    752 |    6.444964e+156 |    6.444964e+156 |   -1.622191e+143 |     2.516989740167787e-12% |
|    753 |    1.042817e+157 |    1.042817e+157 |   -2.625909e+143 |    2.5180921374825543e-12% |
|    754 |    1.687313e+157 |    1.687313e+157 |   -4.263343e+143 |    2.5267048955510896e-12% |
|    755 |    2.730130e+157 |    2.730130e+157 |   -6.904495e+143 |     2.528998332633522e-12% |
|    756 |    4.417444e+157 |    4.417444e+157 |   -1.119832e+144 |    2.5350235545109655e-12% |
|    757 |    7.147574e+157 |    7.147574e+157 |   -1.810282e+144 |    2.5327221245435415e-12% |
|    758 |    1.156502e+158 |    1.156502e+158 |   -2.942309e+144 |    2.5441453442814936e-12% |
|    759 |    1.871259e+158 |    1.871259e+158 |   -4.752591e+144 |    2.5397820626025545e-12% |
|    760 |    3.027761e+158 |    3.027761e+158 |   -7.743676e+144 |    2.5575587181889314e-12% |
|    761 |    4.899020e+158 |    4.899020e+158 |   -1.252066e+145 |    2.5557469130999722e-12% |
|    762 |    7.926781e+158 |    7.926781e+158 |   -2.026433e+145 |     2.556438961062965e-12% |
|    763 |    1.282580e+159 |    1.282580e+159 |   -3.278499e+145 |     2.556174622262947e-12% |
|    764 |    2.075258e+159 |    2.075258e+159 |   -5.304932e+145 |    2.5562755907000083e-12% |
|    765 |    3.357838e+159 |    3.357838e+159 |   -8.622453e+145 |    2.5678581483874595e-12% |
|    766 |    5.433097e+159 |    5.433097e+159 |   -1.392738e+146 |    2.5634340050275097e-12% |
|    767 |    8.790935e+159 |    8.790935e+159 |   -2.258886e+146 |    2.5695627518762962e-12% |
|    768 |    1.422403e+160 |    1.422403e+160 |   -3.682842e+146 |    2.5891687811752366e-12% |
|    769 |    2.301497e+160 |    2.301497e+160 |   -5.926119e+146 |     2.574897947685281e-12% |
|    770 |    3.723900e+160 |    3.723900e+160 |   -9.640178e+146 |     2.588731929953014e-12% |
|    771 |    6.025396e+160 |    6.025396e+160 |   -1.559751e+147 |     2.588628803368516e-12% |
|    772 |    9.749296e+160 |    9.749296e+160 |   -2.523769e+147 |     2.588668194218651e-12% |
|    773 |    1.577469e+161 |    1.577469e+161 |   -4.083521e+147 |    2.5886531482527446e-12% |
|    774 |    2.552399e+161 |    2.552399e+161 |   -6.607290e+147 |    2.5886588953003275e-12% |
|    775 |    4.129868e+161 |    4.129868e+161 |   -1.071578e+148 |    2.5947038636673304e-12% |
|    776 |    6.682267e+161 |    6.682267e+161 |   -1.742297e+148 |     2.607344301634554e-12% |
|    777 |    1.081214e+162 |    1.081214e+162 |   -2.813876e+148 |     2.602516083963759e-12% |
|    778 |    1.749440e+162 |    1.749440e+162 |   -4.566162e+148 |     2.610070465678543e-12% |
|    779 |    2.830654e+162 |    2.830654e+162 |   -7.380038e+148 |    2.6071849486274863e-12% |
|    780 |    4.580094e+162 |    4.580094e+162 |   -1.200614e+149 |    2.6213736555840886e-12% |
|    781 |    7.410748e+162 |    7.410748e+162 |   -1.930626e+149 |     2.605170151808001e-12% |
|    782 |    1.199084e+163 |    1.199084e+163 |   -3.139231e+149 |    2.6180241562295062e-12% |
|    783 |    1.940159e+163 |    1.940159e+163 |   -5.085841e+149 |    2.6213525299504334e-12% |
|    784 |    3.139243e+163 |    3.139243e+163 |   -8.257039e+149 |     2.630264138143008e-12% |
|    785 |    5.079402e+163 |    5.079402e+163 |   -1.334288e+150 |    2.6268602067078666e-12% |
|    786 |    8.218645e+163 |    8.218645e+163 |   -2.166385e+150 |     2.635939462053938e-12% |
|    787 |    1.329805e+164 |    1.329805e+164 |   -3.519853e+150 |    2.6468946826651864e-12% |
|    788 |    2.151669e+164 |    2.151669e+164 |   -5.686238e+150 |    2.6427101607459428e-12% |
|    789 |    3.481474e+164 |    3.481474e+164 |   -9.231665e+150 |    2.6516540624552945e-12% |
|    790 |    5.633143e+164 |    5.633143e+164 |   -1.491790e+151 |    2.6482377959943605e-12% |
|    791 |    9.114617e+164 |    9.114617e+164 |   -2.409842e+151 |     2.643931187786348e-12% |
|    792 |    1.474776e+165 |    1.474776e+165 |   -3.901632e+151 |      2.64557616574558e-12% |
|    793 |    2.386238e+165 |    2.386238e+165 |   -6.321704e+151 |    2.6492346491131956e-12% |
|    794 |    3.861014e+165 |    3.861014e+165 |   -1.032563e+152 |    2.6743311696973448e-12% |
|    795 |    6.247252e+165 |    6.247252e+165 |   -1.660642e+152 |     2.658195490437691e-12% |
|    796 |    1.010827e+166 |    1.010827e+166 |   -2.693205e+152 |     2.664358771483312e-12% |
|    797 |    1.635552e+166 |    1.635552e+166 |   -4.370213e+152 |    2.6720115997597797e-12% |
|    798 |    2.646378e+166 |    2.646378e+166 |   -7.063418e+152 |    2.6690884794682356e-12% |
|    799 |    4.281930e+166 |    4.281930e+166 |   -1.149910e+153 |    2.6854943355766057e-12% |
|    800 |    6.928308e+166 |    6.928308e+166 |   -1.849705e+153 |     2.669778534563449e-12% |
|    801 |    1.121024e+167 |    1.121024e+167 |   -3.006161e+153 |    2.6816214383059502e-12% |
|    802 |    1.813855e+167 |    1.813855e+167 |   -4.868960e+153 |     2.684316490958596e-12% |
|    803 |    2.934878e+167 |    2.934878e+167 |   -7.875121e+153 |     2.683287072446756e-12% |
|    804 |    4.748733e+167 |    4.748733e+167 |   -1.279646e+154 |     2.694709374856692e-12% |
|    805 |    7.683612e+167 |    7.683612e+167 |   -2.072395e+154 |    2.6971628019389055e-12% |
|    806 |    1.243234e+168 |    1.243234e+168 |   -3.352041e+154 |     2.696225676182419e-12% |
|    807 |    2.011596e+168 |    2.011596e+168 |   -5.403486e+154 |     2.686169157493675e-12% |
|    808 |    3.254830e+168 |    3.254830e+168 |   -8.818376e+154 |     2.709319893044694e-12% |
|    809 |    5.266426e+168 |    5.266426e+168 |   -1.430566e+155 |     2.716388991472165e-12% |
|    810 |    8.521256e+168 |    8.521256e+168 |   -2.304024e+155 |    2.7038547457255324e-12% |
|    811 |    1.378768e+169 |    1.378768e+169 |   -3.742970e+155 |     2.714720203703645e-12% |
|    812 |    2.230894e+169 |    2.230894e+169 |   -6.080513e+155 |    2.7255951212229972e-12% |
|    813 |    3.609662e+169 |    3.609662e+169 |   -9.806723e+155 |    2.7167982446847996e-12% |
|    814 |    5.840556e+169 |    5.840556e+169 |   -1.595428e+156 |     2.731636548172243e-12% |
|    815 |    9.450217e+169 |    9.450217e+169 |   -2.576100e+156 |    2.7259688205754255e-12% |
|    816 |    1.529077e+170 |    1.529077e+170 |   -4.171527e+156 |     2.728133699878434e-12% |
|    817 |    2.474099e+170 |    2.474099e+170 |   -6.734219e+156 |    2.7218875207038493e-12% |
|    818 |    4.003176e+170 |    4.003176e+170 |   -1.095938e+157 |    2.7376705182532103e-12% |
|    819 |    6.477275e+170 |    6.477275e+170 |   -1.780086e+157 |    2.7482017617237424e-12% |
|    820 |    1.048045e+171 |    1.048045e+171 |   -2.870661e+157 |    2.7390619213023243e-12% |
|    821 |    1.695773e+171 |    1.695773e+171 |   -4.650747e+157 |    2.7425530296915556e-12% |
|    822 |    2.743818e+171 |    2.743818e+171 |   -7.585765e+157 |    2.7646749930325016e-12% |
|    823 |    4.439591e+171 |    4.439591e+171 |   -1.223651e+158 |    2.7562251549341395e-12% |
|    824 |    7.183408e+171 |    7.183408e+171 |   -1.982228e+158 |    2.7594527058882802e-12% |
|    825 |    1.162300e+172 |    1.162300e+172 |   -3.205879e+158 |    2.7582198911242206e-12% |
|    826 |    1.880641e+172 |    1.880641e+172 |   -5.213849e+158 |     2.772379199488892e-12% |
|    827 |    3.042941e+172 |    3.042941e+172 |   -8.454052e+158 |     2.778250699268877e-12% |
|    828 |    4.923581e+172 |    4.923581e+172 |   -1.363358e+159 |     2.769036640200448e-12% |
|    829 |    7.966522e+172 |    7.966522e+172 |   -2.208763e+159 |     2.772556097590239e-12% |
|    830 |    1.289010e+173 |    1.289010e+173 |   -3.599580e+159 |    2.7925143214230992e-12% |
|    831 |    2.085663e+173 |    2.085663e+173 |   -5.822072e+159 |      2.79147380420987e-12% |
|    832 |    3.374673e+173 |    3.374673e+173 |   -9.421652e+159 |    2.7918712464194443e-12% |
