+--------+------------------+------------------+------------------+----------------------------+
| Index  |    Interative    | Binet's Formula  |    Difference    |          ERROR(%)          |
|    284 |     1.006943e+59 |     1.006943e+59 |    -9.491751e+44 |      9.42630538296522e-13% |
|    285 |     1.629268e+59 |     1.629268e+59 |    -1.559864e+45 |     9.574016965805138e-13% |
|    286 |     2.636211e+59 |     2.636211e+59 |    -2.531340e+45 |      9.60219010430244e-13% |
|    287 |     4.265478e+59 |     4.265478e+59 |    -4.091203e+45 |     9.591428922966228e-13% |
|    288 |     6.901689e+59 |     6.901689e+59 |    -6.622543e+45 |     9.595539328477562e-13% |
|    289 |     1.116717e+60 |     1.116717e+60 |    -1.089215e+46 |     9.753728660805389e-13% |
|    290 |     1.806886e+60 |     1.806886e+60 |    -1.778230e+46 |      9.84141079124183e-13% |
|    291 |     2.923602e+60 |     2.923602e+60 |    -2.831764e+46 |     9.685873900873918e-13% |
|    292 |     4.730488e+60 |     4.730488e+60 |    -4.609995e+46 |     9.745283706489994e-13% |
|    293 |     7.654090e+60 |     7.654090e+60 |    -7.584484e+46 |     9.909059800771124e-13% |
|    294 |     1.238458e+61 |     1.238458e+61 |    -1.219448e+47 |     9.846502899300438e-13% |
|    295 |     2.003867e+61 |     2.003867e+61 |    -1.977896e+47 |     9.870397509431362e-13% |
|    296 |     3.242325e+61 |     3.242325e+61 |    -3.211617e+47 |     9.905289850679606e-13% |
|    297 |     5.246192e+61 |     5.246192e+61 |    -5.218058e+47 |     9.946372972520294e-13% |
|    298 |     8.488516e+61 |     8.488516e+61 |    -8.486764e+47 |      9.99793607652151e-13% |
|    299 |     1.373471e+62 |     1.373471e+62 |    -1.370482e+48 |     9.978240723358492e-13% |
|    300 |     2.222322e+62 |     2.222322e+62 |    -2.230577e+48 |    1.0037142278566133e-12% |
|    301 |     3.595793e+62 |     3.595793e+62 |    -3.601059e+48 |    1.0014643886467041e-12% |
|    302 |     5.818116e+62 |     5.818116e+62 |    -5.922979e+48 |    1.0180236537945374e-12% |
|    303 |     9.413909e+62 |     9.413909e+62 |    -9.661054e+48 |     1.026253187883936e-12% |
|    304 |     1.523202e+63 |     1.523202e+63 |    -1.558403e+49 |    1.0231097855733616e-12% |
|    305 |     2.464593e+63 |     2.464593e+63 |    -2.524509e+49 |    1.0243104584156862e-12% |
|    306 |     3.987796e+63 |     3.987796e+63 |    -4.046375e+49 |      1.01468950226552e-12% |
|    307 |     6.452389e+63 |     6.452389e+63 |    -6.607421e+49 |    1.0240270180061598e-12% |
|    308 |     1.044019e+64 |     1.044019e+64 |    -1.065380e+50 |    1.0204604043637224e-12% |
|    309 |     1.689257e+64 |     1.689257e+64 |    -1.748044e+50 |    1.0348003398943742e-12% |
|    310 |     2.733276e+64 |     2.733276e+64 |    -2.813424e+50 |    1.0293229719181476e-12% |
|    311 |     4.422533e+64 |     4.422533e+64 |    -4.590698e+50 |    1.0380244817277065e-12% |
|    312 |     7.155809e+64 |     7.155809e+64 |    -7.404122e+50 |    1.0347008007338957e-12% |
|    313 |     1.157834e+65 |     1.157834e+65 |    -1.211174e+51 |    1.0460685090095795e-12% |
|    314 |     1.873415e+65 |     1.873415e+65 |    -1.963278e+51 |    1.0479674462609643e-12% |
|    315 |     3.031249e+65 |     3.031249e+65 |    -3.151068e+51 |    1.0395277974428237e-12% |
|    316 |     4.904665e+65 |     4.904665e+65 |    -5.207882e+51 |    1.0618223026238019e-12% |
|    317 |     7.935914e+65 |     7.935914e+65 |    -8.405718e+51 |     1.059199774975478e-12% |
|    318 |     1.284058e+66 |     1.284058e+66 |    -1.380067e+52 |    1.0747703214980277e-12% |
|    319 |     2.077649e+66 |     2.077649e+66 |    -2.201932e+52 |    1.0598188697733553e-12% |
|    320 |     3.361707e+66 |     3.361707e+66 |    -3.600706e+52 |    1.0710946140718831e-12% |
|    321 |     5.439356e+66 |     5.439356e+66 |    -5.802638e+52 |    1.0667876629982982e-12% |
|    322 |     8.801064e+66 |     8.801064e+66 |    -9.440759e+52 |    1.0726838992510096e-12% |
|    323 |     1.424042e+67 |     1.424042e+67 |    -1.539306e+53 |    1.0809411021311457e-12% |
|    324 |     2.304148e+67 |     2.304148e+67 |    -2.468416e+53 |     1.071291986683971e-12% |
|    325 |     3.728190e+67 |     3.728190e+67 |    -4.037653e+53 |    1.0830060610714328e-12% |
|    326 |     6.032339e+67 |     6.032339e+67 |    -6.655726e+53 |    1.1033409275517647e-12% |
|    327 |     9.760529e+67 |     9.760529e+67 |    -1.075324e+54 |    1.1017068823091553e-12% |
|    328 |     1.579287e+68 |     1.579287e+68 |    -1.740897e+54 |     1.102331032052677e-12% |
|    329 |     2.555340e+68 |     2.555340e+68 |    -2.816221e+54 |    1.1020926280647212e-12% |
|    330 |     4.134626e+68 |     4.134626e+68 |    -4.557118e+54 |    1.1021836902850668e-12% |
|    331 |     6.689966e+68 |     6.689966e+68 |    -7.325448e+54 |    1.0949903533606637e-12% |
|    332 |     1.082459e+69 |     1.082459e+69 |    -1.212202e+55 |    1.1198591127613916e-12% |
|    333 |     1.751456e+69 |     1.751456e+69 |    -1.944747e+55 |     1.110360091928357e-12% |
|    334 |     2.833915e+69 |     2.833915e+69 |    -3.156949e+55 |     1.113988395026733e-12% |
|    335 |     4.585371e+69 |     4.585371e+69 |    -5.140008e+55 |     1.120957858482743e-12% |
|    336 |     7.419286e+69 |     7.419286e+69 |    -8.411893e+55 |      1.13378743474596e-12% |
|    337 |     1.200466e+70 |     1.200466e+70 |    -1.339865e+56 |    1.1161211308956752e-12% |
|    338 |     1.942394e+70 |     1.942394e+70 |    -2.196379e+56 |    1.1307587826253229e-12% |
|    339 |     3.142860e+70 |     3.142860e+70 |    -3.566895e+56 |    1.1349199325092261e-12% |
|    340 |     5.085254e+70 |     5.085254e+70 |    -5.763274e+56 |    1.1333305146858578e-12% |
|    341 |     8.228114e+70 |     8.228114e+70 |    -9.391468e+56 |    1.1413876631309515e-12% |
|    342 |     1.331337e+71 |     1.331337e+71 |    -1.533864e+57 |    1.1521232490988487e-12% |
|    343 |     2.154148e+71 |     2.154148e+71 |    -2.485271e+57 |     1.153713947985029e-12% |
|    344 |     3.485485e+71 |     3.485485e+71 |    -3.994615e+57 |    1.1460714869878896e-12% |
|    345 |     5.639634e+71 |     5.639634e+71 |    -6.504406e+57 |    1.1533384349161573e-12% |
|    346 |     9.125119e+71 |     9.125119e+71 |    -1.059710e+58 |     1.161311029815752e-12% |
|    347 |     1.476475e+72 |     1.476475e+72 |    -1.700343e+58 |    1.1516229412161347e-12% |
|    348 |     2.388987e+72 |     2.388987e+72 |    -2.779669e+58 |    1.1635344491495908e-12% |
|    349 |     3.865462e+72 |     3.865462e+72 |    -4.499627e+58 |    1.1640593272548639e-12% |
|    350 |     6.254449e+72 |     6.254449e+72 |    -7.318528e+58 |    1.1701314778502667e-12% |
|    351 |     1.011991e+73 |     1.011991e+73 |    -1.181816e+59 |    1.1678121227076308e-12% |
|    352 |     1.637436e+73 |     1.637436e+73 |    -1.921515e+59 |    1.1734899051924436e-12% |
|    353 |     2.649427e+73 |     2.649427e+73 |    -3.103330e+59 |    1.1713211852639739e-12% |
|    354 |     4.286863e+73 |     4.286863e+73 |    -5.119002e+59 |    1.1941135294476545e-12% |
|    355 |     6.936291e+73 |     6.936291e+73 |    -8.190946e+59 |    1.1808828026322667e-12% |
|    356 |     1.122315e+74 |     1.122315e+74 |    -1.324718e+60 |    1.1803434980321727e-12% |
|    357 |     1.815944e+74 |     1.815944e+74 |    -2.156367e+60 |    1.1874628130457357e-12% |
|    358 |     2.938260e+74 |     2.938260e+74 |    -3.531301e+60 |    1.2018341411223672e-12% |
|    359 |     4.754204e+74 |     4.754204e+74 |    -5.737884e+60 |     1.206907393771839e-12% |
|    360 |     7.692464e+74 |     7.692464e+74 |    -9.218969e+60 |    1.1984415307693307e-12% |
|    361 |     1.244667e+75 |     1.244667e+75 |    -1.505729e+61 |     1.209744319866877e-12% |
|    362 |     2.013913e+75 |     2.013913e+75 |    -2.427626e+61 |     1.205427038599286e-12% |
|    363 |     3.258580e+75 |     3.258580e+75 |    -3.993614e+61 |    1.2255688643136647e-12% |
|    364 |     5.272493e+75 |     5.272493e+75 |    -6.381066e+61 |    1.2102559307996987e-12% |
|    365 |     8.531074e+75 |     8.531074e+75 |    -1.037468e+62 |    1.2161049509345663e-12% |
|    366 |     1.380357e+76 |     1.380357e+76 |    -1.691644e+62 |    1.2255122935119222e-12% |
|    367 |     2.233464e+76 |     2.233464e+76 |    -2.729112e+62 |    1.2219190083911862e-12% |
|    368 |     3.613821e+76 |     3.613821e+76 |    -4.468964e+62 |    1.2366314581493755e-12% |
|    369 |     5.847285e+76 |     5.847285e+76 |    -7.262354e+62 |    1.2420045150092608e-12% |
|    370 |     9.461106e+76 |     9.461106e+76 |    -1.166704e+63 |    1.2331583198908925e-12% |
|    371 |     1.530839e+77 |     1.530839e+77 |    -1.905795e+63 |    1.2449349509317168e-12% |
|    372 |     2.476950e+77 |     2.476950e+77 |    -3.098210e+63 |    1.2508167878791586e-12% |
|    373 |     4.007789e+77 |     4.007789e+77 |    -4.978294e+63 |    1.2421548654601481e-12% |
|    374 |     6.484738e+77 |     6.484738e+77 |    -8.127926e+63 |    1.2533931236376894e-12% |
|    375 |     1.049253e+78 |     1.049253e+78 |    -1.320906e+64 |    1.2589021370309173e-12% |
|    376 |     1.697727e+78 |     1.697727e+78 |    -2.143983e+64 |    1.2628556315592684e-12% |
|    377 |     2.746979e+78 |     2.746979e+78 |    -3.444321e+64 |    1.2538577397385426e-12% |
|    378 |     4.444706e+78 |     4.444706e+78 |    -5.629442e+64 |     1.266550047616843e-12% |
|    379 |     7.191685e+78 |     7.191685e+78 |    -9.114901e+64 |    1.2674221809435976e-12% |
|    380 |     1.163639e+79 |     1.163639e+79 |    -1.490889e+65 |    1.2812300776126623e-12% |
|    381 |     1.882808e+79 |     1.882808e+79 |    -2.394152e+65 |    1.2715861142956332e-12% |
|    382 |     3.046447e+79 |     3.046447e+79 |    -3.885041e+65 |    1.2752697804964812e-12% |
|    383 |     4.929254e+79 |     4.929254e+79 |    -6.345013e+65 |    1.2872157150237971e-12% |
|    384 |     7.975701e+79 |     7.975701e+79 |    -1.023005e+66 |    1.2826527740617435e-12% |
|    385 |     1.290495e+80 |     1.290495e+80 |    -1.664089e+66 |     1.289496043038339e-12% |
|    386 |     2.088066e+80 |     2.088066e+80 |    -2.673930e+66 |    1.2805777297287758e-12% |
|    387 |     3.378561e+80 |     3.378561e+80 |    -4.364347e+66 |    1.2917769104523855e-12% |
|    388 |     5.466627e+80 |     5.466627e+80 |    -7.169918e+66 |    1.3115799348003465e-12% |
|    389 |     8.845188e+80 |     8.845188e+80 |    -1.158692e+67 |    1.3099689366075308e-12% |
|    390 |     1.431181e+81 |     1.431181e+81 |    -1.865153e+67 |     1.303225866626917e-12% |
|    391 |     2.315700e+81 |     2.315700e+81 |    -3.034376e+67 |    1.3103492416926646e-12% |
|    392 |     3.746882e+81 |     3.746882e+81 |    -4.941654e+67 |    1.3188710145832925e-12% |
|    393 |     6.062582e+81 |     6.062582e+81 |    -7.933905e+67 |    1.3086676409479212e-12% |
|    394 |     9.809464e+81 |     9.809464e+81 |    -1.300193e+68 |    1.3254479249234317e-12% |
|    395 |     1.587205e+82 |     1.587205e+82 |    -2.118859e+68 |    1.3349626189055898e-12% |
|    396 |     2.568151e+82 |     2.568151e+82 |    -3.385352e+68 |    1.3182060732322947e-12% |
|    397 |     4.155355e+82 |     4.155355e+82 |    -5.504211e+68 |    1.3246065041454533e-12% |
|    398 |     6.723506e+82 |     6.723506e+82 |    -8.956963e+68 |    1.3321862686181241e-12% |
|    399 |     1.087886e+83 |     1.087886e+83 |    -1.446117e+69 |    1.3292910562162828e-12% |
|    400 |     1.760237e+83 |     1.760237e+83 |    -2.368774e+69 |    1.3457130196980395e-12% |
|    401 |     2.848123e+83 |     2.848123e+83 |    -3.801411e+69 |     1.334707455481218e-12% |
|    402 |     4.608360e+83 |     4.608360e+83 |    -6.224104e+69 |     1.350611659129281e-12% |
|    403 |     7.456483e+83 |     7.456483e+83 |    -1.002552e+70 |     1.344536793899721e-12% |
|    404 |     1.206484e+84 |     1.206484e+84 |    -1.646530e+70 |    1.3647338861403895e-12% |
|    405 |     1.952133e+84 |     1.952133e+84 |    -2.681433e+70 |    1.3735918958738566e-12% |
|    406 |     3.158617e+84 |     3.158617e+84 |    -4.284827e+70 |    1.3565518534888943e-12% |
|    407 |     5.110749e+84 |     5.110749e+84 |    -6.879989e+70 |    1.3461801046678261e-12% |
|    408 |     8.269366e+84 |     8.269366e+84 |    -1.125109e+71 |     1.360574461831223e-12% |
|    409 |     1.338012e+85 |     1.338012e+85 |    -1.821735e+71 |    1.3615240708468703e-12% |
|    410 |     2.164948e+85 |     2.164948e+85 |    -2.981352e+71 |    1.3771011022015809e-12% |
|    411 |     3.502960e+85 |     3.502960e+85 |    -4.803087e+71 |    1.3711512056679043e-12% |
|    412 |     5.667908e+85 |     5.667908e+85 |    -7.853457e+71 |    1.3856007491580056e-12% |
|    413 |     9.170868e+85 |     9.170868e+85 |    -1.272556e+72 |    1.3876072436244711e-12% |
|    414 |     1.483878e+86 |     1.483878e+86 |    -2.044098e+72 |    1.3775385183644845e-12% |
|    415 |     2.400964e+86 |     2.400964e+86 |    -3.330458e+72 |    1.3871335745339082e-12% |
|    416 |     3.884842e+86 |     3.884842e+86 |    -5.402164e+72 |     1.390574923658237e-12% |
|    417 |     6.285806e+86 |     6.285806e+86 |    -8.732622e+72 |     1.389260445259898e-12% |
|    418 |     1.017065e+87 |     1.017065e+87 |    -1.402436e+73 |    1.3789050184218595e-12% |
|    419 |     1.645645e+87 |     1.645645e+87 |    -2.308826e+73 |    1.4029913755386285e-12% |
|    420 |     2.662710e+87 |     2.662710e+87 |    -3.777519e+73 |    1.4186744111722475e-12% |
|    421 |     4.308356e+87 |     4.308356e+87 |    -6.064260e+73 |    1.4075578023808989e-12% |
|    422 |     6.971066e+87 |     6.971066e+87 |    -9.841778e+73 |     1.411803969099558e-12% |
|    423 |     1.127942e+88 |     1.127942e+88 |    -1.599438e+74 |    1.4180142483608414e-12% |
|    424 |     1.825049e+88 |     1.825049e+88 |    -2.592450e+74 |    1.4204826804151623e-12% |
|    425 |     2.952991e+88 |     2.952991e+88 |    -4.227225e+74 |    1.4315063151629718e-12% |
|    426 |     4.778040e+88 |     4.778040e+88 |    -6.819675e+74 |    1.4272956613688728e-12% |
|    427 |     7.731030e+88 |     7.731030e+88 |    -1.104690e+75 |    1.4289039880033596e-12% |
|    428 |     1.250907e+89 |     1.250907e+89 |    -1.793725e+75 |     1.433939472972196e-12% |
|    429 |     2.024010e+89 |     2.024010e+89 |    -2.926685e+75 |    1.4459831899693093e-12% |
|    430 |     3.274917e+89 |     3.274917e+89 |    -4.720409e+75 |    1.4413828994272967e-12% |
|    431 |     5.298927e+89 |     5.298927e+89 |    -7.675364e+75 |    1.4484750119541659e-12% |
|    432 |     8.573844e+89 |     8.573844e+89 |    -1.233923e+76 |    1.4391716954019814e-12% |
|    433 |     1.387277e+90 |     1.387277e+90 |    -2.001460e+76 |    1.4427252461168165e-12% |
|    434 |     2.244662e+90 |     2.244662e+90 |    -3.291922e+76 |    1.4665561649447836e-12% |
|    435 |     3.631939e+90 |     3.631939e+90 |    -5.315998e+76 |    1.4636804428752471e-12% |
|    436 |     5.876600e+90 |     5.876600e+90 |    -8.517457e+76 |    1.4493851796495796e-12% |
|    437 |     9.508539e+90 |     9.508539e+90 |    -1.392392e+77 |     1.464359308768054e-12% |
|    438 |     1.538514e+91 |     1.538514e+91 |    -2.262230e+77 |     1.470399434135999e-12% |
|    439 |     2.489368e+91 |     2.489368e+91 |    -3.654622e+77 |    1.4680923115417543e-12% |
|    440 |     4.027882e+91 |     4.027882e+91 |    -5.953037e+77 |    1.4779571911360492e-12% |
|    441 |     6.517250e+91 |     6.517250e+91 |    -9.680029e+77 |    1.4852935286650186e-12% |
|    442 |     1.054513e+92 |     1.054513e+92 |    -1.548833e+78 |    1.4687655208419968e-12% |
|    443 |     1.706238e+92 |     1.706238e+92 |    -2.524072e+78 |     1.479320156183183e-12% |
|    444 |     2.760751e+92 |     2.760751e+92 |    -4.087379e+78 |    1.4805314242233755e-12% |
|    445 |     4.466989e+92 |     4.466989e+92 |    -6.669347e+78 |     1.493029625947777e-12% |
|    446 |     7.227740e+92 |     7.227740e+92 |    -1.075673e+79 |     1.488255737687308e-12% |
|    447 |     1.169473e+93 |     1.169473e+93 |    -1.759976e+79 |    1.5049310304019455e-12% |
|    448 |     1.892247e+93 |     1.892247e+93 |    -2.812490e+79 |    1.4863230546592533e-12% |
|    449 |     3.061720e+93 |     3.061720e+93 |    -4.595625e+79 |    1.5009945277765842e-12% |
|    450 |     4.953967e+93 |     4.953967e+93 |    -7.454432e+79 |    1.5047399674159906e-12% |
|    451 |     8.015687e+93 |     8.015687e+93 |    -1.214269e+80 |    1.5148658847479788e-12% |
|    452 |     1.296965e+94 |     1.296965e+94 |    -1.968976e+80 |    1.5181404679333937e-12% |
|    453 |     2.098534e+94 |     2.098534e+94 |    -3.173981e+80 |    1.5124754799230862e-12% |
|    454 |     3.395500e+94 |     3.395500e+94 |    -5.161484e+80 |     1.520095574610153e-12% |
|    455 |     5.494034e+94 |     5.494034e+94 |    -8.409572e+80 |     1.530673578444969e-12% |
|    456 |     8.889533e+94 |     8.889533e+94 |    -1.349695e+81 |    1.5182967142690203e-12% |
|    457 |     1.438357e+95 |     1.438357e+95 |    -2.198063e+81 |     1.528176450473699e-12% |
|    458 |     2.327310e+95 |     2.327310e+95 |    -3.562579e+81 |    1.5307711900045317e-12% |
|    459 |     3.765667e+95 |     3.765667e+95 |    -5.790285e+81 |    1.5376519408278614e-12% |
|    460 |     6.092977e+95 |     6.092977e+95 |    -9.412149e+81 |    1.5447538734617067e-12% |
|    461 |     9.858643e+95 |     9.858643e+95 |    -1.508386e+82 |    1.5300140552132462e-12% |
|    462 |     1.595162e+96 |     1.595162e+96 |    -2.485173e+82 |     1.557943674173161e-12% |
|    463 |     2.581026e+96 |     2.581026e+96 |    -3.969845e+82 |    1.5380876058716854e-12% |
|    464 |     4.176188e+96 |     4.176188e+96 |    -6.502446e+82 |    1.5570288219459983e-12% |
|    465 |     6.757215e+96 |     6.757215e+96 |    -1.051972e+83 |    1.5568128546310209e-12% |
|    466 |     1.093340e+97 |     1.093340e+97 |    -1.706959e+83 |    1.5612332862338176e-12% |
|    467 |     1.769062e+97 |     1.769062e+97 |    -2.749445e+83 |     1.554182843590054e-12% |
|    468 |     2.862402e+97 |     2.862402e+97 |    -4.456405e+83 |      1.55687587304424e-12% |
|    469 |     4.631464e+97 |     4.631464e+97 |    -7.243793e+83 |    1.5640396160254866e-12% |
|    470 |     7.493866e+97 |     7.493866e+97 |    -1.170020e+84 |     1.561303309693319e-12% |
|    471 |     1.212533e+98 |     1.212533e+98 |    -1.901988e+84 |    1.5686069137773058e-12% |
|    472 |     1.961920e+98 |     1.961920e+98 |    -3.102362e+84 |    1.5812888703080823e-12% |
|    473 |     3.174453e+98 |     3.174453e+98 |    -5.034703e+84 |    1.5860068211816087e-12% |
|    474 |     5.136372e+98 |     5.136372e+98 |    -8.106711e+84 |    1.5782950664791215e-12% |
|    475 |     8.310825e+98 |     8.310825e+98 |    -1.320212e+85 |    1.5885454334593341e-12% |
|    476 |     1.344720e+99 |     1.344720e+99 |    -2.130883e+85 |    1.5846301416700523e-12% |
|    477 |     2.175802e+99 |     2.175802e+99 |    -3.463237e+85 |    1.5917059739405325e-12% |
|    478 |     3.520522e+99 |     3.520522e+99 |    -5.618404e+85 |     1.595900906167568e-12% |
|    479 |     5.696324e+99 |     5.696324e+99 |    -9.154491e+85 |    1.6070875489674332e-12% |
|    480 |     9.216846e+99 |     9.216846e+99 |    -1.482146e+86 |      1.60808397472916e-12% |
|    481 |    1.491317e+100 |    1.491317e+100 |    -2.397595e+86 |    1.6077033739554464e-12% |
|    482 |    2.413002e+100 |    2.413002e+100 |    -3.918595e+86 |     1.623950430214708e-12% |
|    483 |    3.904318e+100 |    3.904318e+100 |    -6.257910e+86 |    1.6028175289450966e-12% |
|    484 |    6.317320e+100 |    6.317320e+100 |    -1.025421e+87 |    1.6231901676879477e-12% |
|    485 |    1.022164e+101 |    1.022164e+101 |    -1.658983e+87 |    1.6230106940508867e-12% |
|    486 |    1.653896e+101 |    1.653896e+101 |    -2.676633e+87 |    1.6183808400635891e-12% |
|    487 |    2.676060e+101 |    2.676060e+101 |    -4.397782e+87 |    1.6433794877687048e-12% |
|    488 |    4.329956e+101 |    4.329956e+101 |    -7.074415e+87 |     1.633830854018135e-12% |
|    489 |    7.006015e+101 |    7.006015e+101 |    -1.156544e+88 |    1.6507878283006359e-12% |
|    490 |    1.133597e+102 |    1.133597e+102 |    -1.845336e+88 |    1.6278591208799578e-12% |
|    491 |    1.834199e+102 |    1.834199e+102 |    -3.001881e+88 |    1.6366171077965552e-12% |
|    492 |    2.967796e+102 |    2.967796e+102 |    -4.896950e+88 |    1.6500291816952432e-12% |
|    493 |    4.801994e+102 |    4.801994e+102 |    -7.898830e+88 |    1.6449062253255696e-12% |
|    494 |    7.769790e+102 |    7.769790e+102 |    -1.284551e+89 |    1.6532637499763182e-12% |
|    495 |    1.257178e+103 |    1.257178e+103 |    -2.084381e+89 |     1.657983196315486e-12% |
|    496 |    2.034157e+103 |    2.034157e+103 |    -3.378878e+89 |    1.6610702504088989e-12% |
|    497 |    3.291336e+103 |    3.291336e+103 |    -5.483152e+89 |    1.6659351296844142e-12% |
|    498 |    5.325493e+103 |    5.325493e+103 |    -8.901816e+89 |    1.6715477418717279e-12% |
|    499 |    8.616829e+103 |    8.616829e+103 |    -1.442475e+90 |    1.6740211420906293e-12% |
|    500 |    1.394232e+104 |    1.394232e+104 |    -2.348571e+90 |    1.6844908009172396e-12% |
|    501 |    2.255915e+104 |    2.255915e+104 |    -3.791047e+90 |    1.6804917470960896e-12% |
|    502 |    3.650147e+104 |    3.650147e+104 |    -6.155533e+90 |     1.686379167782694e-12% |
|    503 |    5.906063e+104 |    5.906063e+104 |    -9.978408e+90 |    1.6895195282723186e-12% |
|    504 |    9.556210e+104 |    9.556210e+104 |    -1.613394e+91 |     1.688320017302209e-12% |
|    505 |    1.546227e+105 |    1.546227e+105 |    -2.623966e+91 |    1.6970120860114956e-12% |
|    506 |    2.501848e+105 |    2.501848e+105 |    -4.224629e+91 |    1.6886031834309119e-12% |
|    507 |    4.048076e+105 |    4.048076e+105 |    -6.848595e+91 |    1.6918150984086083e-12% |
|    508 |    6.549924e+105 |    6.549924e+105 |    -1.117508e+92 |    1.7061383300064136e-12% |
|    509 |    1.059800e+106 |    1.059800e+106 |    -1.802367e+92 |    1.7006673423647883e-12% |
|    510 |    1.714792e+106 |    1.714792e+106 |    -2.940245e+92 |    1.7146362731347474e-12% |
|    511 |    2.774592e+106 |    2.774592e+106 |    -4.742612e+92 |    1.7093006163671174e-12% |
|    512 |    4.489385e+106 |    4.489385e+106 |    -7.723598e+92 |     1.720413556756138e-12% |
|    513 |    7.263977e+106 |    7.263977e+106 |    -1.254769e+93 |    1.7273859855896808e-12% |
|    514 |    1.175336e+107 |    1.175336e+107 |    -2.010833e+93 |    1.7108575400294446e-12% |
|    515 |    1.901734e+107 |    1.901734e+107 |    -3.273750e+93 |    1.7214554314344688e-12% |
|    516 |    3.077070e+107 |    3.077070e+107 |    -5.268286e+93 |       1.7121113563613e-12% |
|    517 |    4.978804e+107 |    4.978804e+107 |    -8.639814e+93 |     1.735319274639235e-12% |
|    518 |    8.055874e+107 |    8.055874e+107 |    -1.390810e+94 |     1.726454638665194e-12% |
|    519 |    1.303468e+108 |    1.303468e+108 |    -2.280866e+94 |     1.749844238425784e-12% |
|    520 |    2.109055e+108 |    2.109055e+108 |    -3.684713e+94 |    1.7470916617753138e-12% |
|    521 |    3.412523e+108 |    3.412523e+108 |    -5.939504e+94 |    1.7405023533323896e-12% |
|    522 |    5.521578e+108 |    5.521578e+108 |    -9.650291e+94 |    1.7477414569781033e-12% |
|    523 |    8.934101e+108 |    8.934101e+108 |    -1.569409e+95 |    1.7566503149690874e-12% |
|    524 |    1.445568e+109 |    1.445568e+109 |    -2.544868e+95 |     1.760462331613407e-12% |
|    525 |    2.338978e+109 |    2.338978e+109 |    -4.124707e+95 |    1.7634653227605913e-12% |
|    526 |    3.784546e+109 |    3.784546e+109 |    -6.711293e+95 |    1.7733416648354624e-12% |
|    527 |    6.123524e+109 |    6.123524e+109 |    -1.087772e+96 |    1.7763820629807389e-12% |
|    528 |    9.908070e+109 |    9.908070e+109 |    -1.750557e+96 |    1.7667996192449275e-12% |
|    529 |    1.603159e+110 |    1.603159e+110 |    -2.838329e+96 |     1.770459787056724e-12% |
|    530 |    2.593966e+110 |    2.593966e+110 |    -4.605574e+96 |    1.7754948867583111e-12% |
|    531 |    4.197126e+110 |    4.197126e+110 |    -7.477278e+96 |    1.7815234721389808e-12% |
|    532 |    6.791092e+110 |    6.791092e+110 |    -1.208285e+97 |    1.7792207574276457e-12% |
|    533 |    1.098822e+111 |    1.098822e+111 |    -1.976038e+97 |    1.7983242713261821e-12% |
|    534 |    1.777931e+111 |    1.777931e+111 |    -3.170973e+97 |    1.7835186958620388e-12% |
|    535 |    2.876753e+111 |    2.876753e+111 |    -5.147011e+97 |    1.7891739224663401e-12% |
|    536 |    4.654684e+111 |    4.654684e+111 |    -8.371384e+97 |    1.7984860640727118e-12% |
|    537 |    7.531436e+111 |    7.531436e+111 |    -1.351839e+98 |    1.7949291424871299e-12% |
|    538 |    1.218612e+112 |    1.218612e+112 |    -2.183638e+98 |     1.791905757609942e-12% |
|    539 |    1.971756e+112 |    1.971756e+112 |    -3.546157e+98 |    1.7984770476719716e-12% |
|    540 |    3.190368e+112 |    3.190368e+112 |    -5.772515e+98 |    1.8093572632386405e-12% |
|    541 |    5.162123e+112 |    5.162123e+112 |    -9.361392e+98 |    1.8134770048767337e-12% |
|    542 |    8.352491e+112 |    8.352491e+112 |    -1.513391e+99 |    1.8119034035958504e-12% |
|    543 |    1.351461e+113 |    1.351461e+113 |    -2.449530e+99 |    1.8125044658004074e-12% |
|    544 |    2.186711e+113 |    2.186711e+113 |    -3.997096e+99 |    1.8279037404832596e-12% |
|    545 |    3.538172e+113 |    3.538172e+113 |    -6.463714e+99 |     1.826851324304046e-12% |
|    546 |    5.724882e+113 |    5.724882e+113 |   -1.052916e+100 |    1.8391926981553156e-12% |
|    547 |    9.263054e+113 |    9.263054e+113 |   -1.685617e+100 |     1.819720819313922e-12% |
|    548 |    1.498794e+114 |    1.498794e+114 |   -2.752204e+100 |    1.8362792949906777e-12% |
|    549 |    2.425099e+114 |    2.425099e+114 |   -4.437821e+100 |    1.8299545200840455e-12% |
|    550 |    3.923893e+114 |    3.923893e+114 |   -7.217366e+100 |     1.839338101267684e-12% |
|    551 |    6.348992e+114 |    6.348992e+114 |   -1.170987e+101 |    1.8443664827663924e-12% |
|    552 |    1.027288e+115 |    1.027288e+115 |   -1.892723e+101 |     1.842445811942287e-12% |
|    553 |    1.662188e+115 |    1.662188e+115 |   -3.063710e+101 |    1.8431794429158947e-12% |
|    554 |    2.689476e+115 |    2.689476e+115 |   -4.978306e+101 |    1.8510318481711553e-12% |
|    555 |    4.351664e+115 |    4.351664e+115 |   -8.042016e+101 |    1.8480324962570845e-12% |
|    556 |    7.041140e+115 |    7.041140e+115 |   -1.310781e+102 |    1.8616036956665136e-12% |
|    557 |    1.139280e+116 |    1.139280e+116 |   -2.123732e+102 |     1.864099370323179e-12% |
